,0
PC1,0.21887499348694622
PC2,0.16935808304082642
PC3,0.08358165893816226
PC4,0.0648281235858083
PC5,0.05446676894981084
PC6,0.05255075923594362
PC7,0.045716610671425066
PC8,0.042515502856026316
PC9,0.03950480406387077
PC10,0.03648595154258959
