,cluster_size,decay_biphasic_ratio,decay_curvature,decay_kurtosis,decay_linearity,decay_r2,decay_residual_std,decay_skew,decay_tau,dist_aai_sum,dist_aai_trapz,dist_skew,distance,dominance_score,iso_aai_sum,iso_aai_trapz,iso_skew,isolation,local_rank,local_rank_norm,prom_gap,rise_slope,spike_prom,time_to_parent
dist_aai_trapz,-0.13927386482418483,-0.26862610719648816,-0.02348114193635128,0.16100369584385418,-0.4080951677391738,-0.05579684303032243,0.41293525292714167,0.06398846218238224,0.14989948341741574,0.9985988241348526,1.0,0.11018550362347142,0.19433530166584126,-0.21160726177836767,0.6572854184330774,0.6833880853124212,0.13295779023948842,0.12302266550791571,0.08989021641270889,0.20898356080007255,0.21241540653031113,0.01864145728920453,-0.44260419299243337,-0.005643128278056028
dist_skew,-0.026569224320710644,0.0875584125745572,0.01199050179672573,-0.016156035644116686,-0.1718209105841454,0.01459106577682717,0.16655333858089488,0.24248036158344324,-0.016274218093115116,0.12686088643327717,0.11018550362347142,1.0,0.2380751876134487,0.05824275713882903,0.047060272880445606,0.04029760651063884,0.42349871608033834,0.12221058915164136,-0.09915244590199573,-0.09316493644127474,-0.05828667808199231,-0.016739560055698842,0.06281170873765415,-0.05590206967433605
distance,-0.32306429127043346,-0.1483902119173093,0.07290551393770668,0.17999429209399279,0.014239717016448602,0.11482371383782128,-0.007815007220809269,0.13150356288682663,0.5186339412575913,0.22257846174489498,0.19433530166584126,0.2380751876134487,1.0,0.6391149364057438,0.14967536127174957,0.1224287071228991,0.33089526619602333,0.6806598984408195,-0.6364482894922746,-0.6146092664017986,-0.6380024334071474,-0.4019404055647526,0.6077406442727454,-0.08463582953948065
dominance_score,-0.16530722756670788,0.05748360309279604,0.03329528533004746,0.05320959913404506,0.1834632637356749,0.08840205443949428,-0.18092812891088947,0.07009350946245646,0.23128865059168371,-0.19126697472171195,-0.21160726177836767,0.05824275713882903,0.6391149364057438,1.0,-0.12162903805778769,-0.15720137908494874,0.13125586288457555,0.5796282588388921,-0.7855540945670139,-0.892043600582215,-0.9998728316743063,-0.33166868616622425,0.8168166803042701,-0.06770865974572926
iso_aai_sum,-0.027141322442197968,-0.29292316189632006,0.014144834288724841,0.16601330818042317,-0.23555981675861878,-0.010929173959817677,0.2414918946997659,0.03809224044557014,0.22949413015675874,0.6547729289640479,0.6572854184330774,0.047060272880445606,0.14967536127174957,-0.12162903805778769,1.0,0.9961593689129481,0.2841097811107525,0.37352679995866866,0.03854633468855056,0.08393163057773945,0.12174664736686064,0.15899872216094996,-0.39846465249128554,-0.001960033232738701
iso_aai_trapz,-0.031121345574715555,-0.2947612357466611,0.00897748481500845,0.16850858323654166,-0.24519563447908208,-0.017561760054313497,0.25131258146578417,0.028276059772214753,0.22168937490483803,0.6783969986204064,0.6833880853124212,0.04029760651063884,0.1224287071228991,-0.15720137908494874,0.9961593689129481,1.0,0.2665808942464753,0.33738316431932436,0.0593887823267418,0.11826928690923907,0.1572990526962439,0.16485204434127723,-0.4325102630587651,-0.006843053279154127
iso_skew,-0.019019396907812878,-0.020262034025362564,0.06168335603778413,0.047053987836952554,-0.11773556989837596,0.06184987863861272,0.11630412573420801,0.12875043030476038,0.11375042329198803,0.14371529599931215,0.13295779023948842,0.42349871608033834,0.33089526619602333,0.13125586288457555,0.2841097811107525,0.2665808942464753,1.0,0.39372533417451616,-0.19819043676607329,-0.20644208307900141,-0.12962790413791508,-0.03831812106966308,0.1054001099160707,-0.0325992545939468
isolation,-0.13957464427680147,-0.0867544798307882,0.06731407890581347,0.13764567770323877,-0.02571702208525479,0.07065409825941207,0.03278183507043591,0.06529854367636452,0.3440626570080737,0.13967098739251846,0.12302266550791571,0.12221058915164136,0.6806598984408195,0.5796282588388921,0.37352679995866866,0.33738316431932436,0.39372533417451616,1.0,-0.5540632727644684,-0.6033476918547793,-0.5790181331321992,-0.4113892239683153,0.5060348844045627,-0.14346452772034174
local_rank,0.5439567917693331,-0.025924303145037186,-0.033020533702408296,-0.04337762245532307,-0.11566082140473116,-0.11468569868426663,0.11200799417869796,-0.09782957299978152,-0.29311756786414783,0.07401911924360186,0.08989021641270889,-0.09915244590199573,-0.6364482894922746,-0.7855540945670139,0.03854633468855056,0.0593887823267418,-0.19819043676607329,-0.5540632727644684,1.0,0.8210036608133596,0.7856540048713878,0.36922397172873983,-0.6864519264155504,0.21174848239248592
local_rank_norm,0.06979193814149094,-0.05347269209683227,-0.01589776431740213,-0.07912596117353506,-0.12506043707735498,-0.06764918251900988,0.12182263592368489,-0.0900332750081088,-0.18856162640511182,0.1895001845416748,0.20898356080007255,-0.09316493644127474,-0.6146092664017986,-0.892043600582215,0.08393163057773945,0.11826928690923907,-0.20644208307900141,-0.6033476918547793,0.8210036608133596,1.0,0.8921570547011172,0.37153446443044724,-0.748041336664583,0.06013515106693873
prom_gap,0.16407355606625212,-0.057361942441723414,-0.032785509619806946,-0.052709417612975144,-0.18326592920803564,-0.08855659406303926,0.18072699756493046,-0.06972808118490884,-0.23126243374297542,0.1921107693169515,0.21241540653031113,-0.05828667808199231,-0.6380024334071474,-0.9998728316743063,0.12174664736686064,0.1572990526962439,-0.12962790413791508,-0.5790181331321992,0.7856540048713878,0.8921570547011172,1.0,0.33161378094757776,-0.8154190431216867,0.06771727123773309
rise_slope,0.11046949478317147,-0.043528082225991624,-0.053242289609370275,-0.030781886734657985,-0.005371033260044603,-0.012456949099340066,0.0018910294886872077,0.07149760743132885,-0.12045254570261829,0.008609526939688798,0.01864145728920453,-0.016739560055698842,-0.4019404055647526,-0.33166868616622425,0.15899872216094996,0.16485204434127723,-0.03831812106966308,-0.4113892239683153,0.36922397172873983,0.37153446443044724,0.33161378094757776,1.0,-0.3500801596884494,0.1276908734331739
spike_prom,-0.23178679891998613,0.10754042874633668,0.05736800421512329,-0.00930363075792481,0.3333049148087939,0.16539624712522957,-0.32948121300959315,0.07610584217862597,0.2776648910146338,-0.42147317698255277,-0.44260419299243337,0.06281170873765415,0.6077406442727454,0.8168166803042701,-0.39846465249128554,-0.4325102630587651,0.1054001099160707,0.5060348844045627,-0.6864519264155504,-0.748041336664583,-0.8154190431216867,-0.3500801596884494,1.0,-0.07115610924700079
time_to_parent,0.23803699509594545,-0.10659602977425303,-0.01492229002993872,-0.05233625286791192,-0.002347428012297137,0.030441396752757376,-0.0011889590699007617,-0.05039236335441111,-0.04848826887498657,-0.005016735900737705,-0.005643128278056028,-0.05590206967433605,-0.08463582953948065,-0.06770865974572926,-0.001960033232738701,-0.006843053279154127,-0.0325992545939468,-0.14346452772034174,0.21174848239248592,0.06013515106693873,0.06771727123773309,0.1276908734331739,-0.07115610924700079,1.0
