,0
range_trace,4.118974848600978
derivative_skew,4.013627636944699
median_spike_prom,3.3727271811838384
spike_prom_mean,3.2933841382265396
peak_density,2.5347907561200063
spike_prom_skew,2.243364477129131
var_of_var,1.7828499533234334
ac_decay,1.662354054898652
derivative_asymmetry,1.4826000644993662
snr_estimate,1.1217579502638546
