,0
PC1,0.42820245242325783
PC2,0.13163897401175917
PC3,0.12444877125763701
PC4,0.09891736953449033
PC5,0.06881129109494442
PC6,0.053420426010352684
PC7,0.03872189923857205
PC8,0.024024060097241434
PC9,0.017775211919196114
PC10,0.014039544412549034
