spike_key,skew_contribution,spike_prob_value,next_auc_preonly,max_second_derivative_raw,window_raw_kurtosis,auc,max_second_derivative,next_sharpness_preonly,next_depth_preonly_raw,next_sharpness_preonly_raw,window_skew,left_based_prom,next_auc_preonly_raw,window_raw_skew,next_depth_preonly,window_kurtosis,label
01_2-2_164_456,0.8841838636451886,1.0000000000000002,0.0,1.0,0.7407078424714109,0.452692816424951,0.3822616974632341,0.788294256853822,0.7121922767096278,0.8817374660286692,0.2480630619667514,0.2480630619667517,0.4651162790699036,0.0,0.0,0.0,1
01_2-2_193_425,0.9811854459892,1.0,0.0914582396336726,1.0000000000000002,1.0,0.6975306726687549,0.3609485473794795,0.8503466528461529,1.0,0.9925076652506266,0.294736812485578,0.3052631287171035,0.4888909532964117,0.1818046262594257,0.1405725484829629,0.0,1
01_2-2_211_164,0.7509118972531927,0.8769482653808975,0.0545655916988038,0.8855516857018396,0.9664146208570172,0.9111821418377232,0.2400234263579991,0.6053301457643885,0.0718869546790538,0.4770150029303637,0.988095238095238,0.927710843373494,0.144578313253012,0.7011717115969394,0.3049366558247106,0.0,1
01_2-2_211_431,0.6561798780448255,0.7810010952138116,0.1873195688587609,0.9085342465079452,0.7901446524474756,1.0,0.1875587114657186,0.7831519570871344,0.1205433187341565,0.473037213807823,0.3214285714285714,0.3253012048192771,0.5542168674698795,0.0,0.0,0.0,1
01_2-1_39_298,0.7860282409384867,0.874585311938195,0.0257357071934584,0.5557826721402145,0.2428232851827443,0.3095366414225417,0.2422979765907297,0.4387379620549513,0.0531074884428042,0.4424212359162899,0.0,0.0,0.3170731707317073,1.1662525473358894e-135,2.5535594990687846e-136,0.0,1
01_2-1_68_259,0.8932429044625934,0.9122769813785828,0.0086053764618958,0.8089330766710535,0.521376438195056,0.5738909990335439,0.4523466906513168,0.8655878618313575,0.288133330835872,0.7175933077627161,0.96,0.86,0.2100000000015952,0.6331442778800832,0.0237125770801903,0.0,1
01_2-1_78_790,0.0915870425712424,0.3128407957272319,1.0,0.0802936827951534,0.0484116560018136,0.0,1.0,0.5865377591714956,0.6633134936229415,0.3358427775171882,0.6635631789326515,0.6698077302266932,0.8971927047105558,0.0356394600135517,0.0098301333338539,0.0,0
01_2-1_78_859,1.0,0.8929548321743941,0.2760487585789841,0.0,0.7289606276577882,0.8759300227151272,1.0,0.5865377591714956,0.6633134936229415,0.3358427775171882,0.7663728500126207,0.7735849056603774,1.0,0.0356394600135517,0.0098301333338539,0.0,1
01_2-1_87_589,0.1183177546715364,0.3516125911995048,0.9793011814339492,0.5005083839572984,0.3294019591862268,0.9659887681176176,0.1627952350525212,0.3833797278866764,0.4849792886939011,0.5657540832332512,0.3176179691393337,0.3176239784798964,0.5777540766539079,0.0,0.0,0.0,0
01_2-1_102_387,0.0005926972167577,0.0751665237306526,0.9914224146631544,0.3771729598574518,0.0,0.1152291293343131,0.9280820519285694,0.0,0.2980238895360456,0.6120824127636768,0.1244080818367695,0.1243960136991188,0.4021949992916724,0.0,0.0,0.0,0
01_2-1_119_433,0.3486472898546252,0.3695604813539772,0.72195930270297,0.6765360855777187,0.5606548813888093,0.6290471242279498,0.0933085874534906,0.4216429065536693,0.1656206732247779,0.4283590039069618,0.1860622802104761,0.1839080459770115,0.4777777777777778,0.0,0.0,0.0,1
01_2-1_170_858,0.3167048353887935,0.437322544599516,0.778680216827329,0.0,0.1104507195809365,0.5534814155883513,1.0,0.6796680269424901,1.0,0.1802394575738653,0.6842105281651734,0.6933249130934176,0.9999999999999998,0.0,0.0,0.0,1
01_2-1_174_757,0.0,0.05828844782058,0.8430532665454616,0.2531512011512771,0.3300542190800791,0.0922919370798302,0.0456884159757843,0.7603382381084869,0.0878327652547384,0.2560807126776363,0.6061812813061925,0.5999999999504654,0.8431372548533974,0.0,0.0,0.0,0
01_2-1_186_204,0.0389928683222728,0.0702802790208495,0.999283860707995,0.0176655500066382,0.0139161085632923,0.0,0.8571243873107299,0.4441902948667639,0.4412560780412786,0.3301839617378085,0.9110189202916428,0.8622736162060538,0.1754070736422889,0.2542308758932594,0.0944042622259051,0.0,0
01_2-1_196_764,0.1395556146856928,0.3906567556519554,1.0,0.3612436752438783,0.085769883391014,0.3265674312176719,0.0965648187346004,0.3228260758238122,0.1119615608003594,0.3578521639870637,0.6428571426055835,0.6749999997593211,0.8765939749307727,0.1564102948747148,0.1080880532453097,0.0,0
01_2-1_211_371,0.155727364446047,0.4115253557371617,0.9503144421223308,0.5456174397593204,0.1884882129258226,0.7086219680709701,0.0,0.4744867148394484,0.2041034228534894,0.3865358198711929,0.1578679720079271,0.1525980660608853,0.354303928796568,0.0,0.0,0.0,0
01_2-1_230_54,0.072643883732524,0.1306358104606254,0.9998230271422296,0.2364715239140732,0.1637681240622813,0.3123100498990868,0.1149148102328877,0.586376207668517,0.2549634783868942,0.449040380440337,0.8392857142857142,1.0,0.0,0.0633099533441874,1.0,0.0,0
01_2-1_261_752,0.038351476730361,0.1549631265325823,0.9927976212827584,0.4621171761724774,0.2621984995908216,0.4565242345831721,0.245126018038868,0.7243085799307646,1.0,0.9171561540814664,0.5494417133014378,0.5494417133014378,0.8387040555908095,0.0,0.0,0.0,0
01_2-1_267_727,0.7515402236791342,0.6620330952384904,0.0500516260396284,0.8858082459160871,0.5697264128802794,0.6969896997926044,0.344908627790036,0.2146848671420922,0.0,0.5373291241846919,0.5775962257053266,0.5877244849162112,0.8115962344248024,0.0,0.0,0.0,1
01_2-1_279_691,0.2685676464876151,0.3151967891367859,0.886233698853938,1.0,0.5988212142890577,0.7381748853639607,0.5279101136613031,0.5024207061569181,0.480486048403598,0.6731266409209213,0.6249924079064823,0.6355854752162803,0.8389753390712296,0.2431063533996652,0.0559811858665286,0.0,0
01_2-1_282_565,0.6799719587068774,0.8597143283480295,0.0192288756800037,0.6898355139806498,0.6500537975965027,0.912587110721701,0.1010951234252984,0.5831514278243342,0.2512168052503863,0.766459164190341,0.2777520792265027,0.2739562460163998,0.5972273187018384,0.0429836649970305,0.0052361065447172,0.0,1
01_2-1_290_239,0.8245962546747345,0.8556234978064551,0.0,0.7807418258655799,0.868515143364905,0.6023144197009078,0.4899006220354919,0.760686061028734,0.88330104484373,1.0,0.0281553576774147,0.0286911836893423,0.2877799981860425,0.0535102568738941,0.1611106710749803,0.0,1
01_2-1_304_626,0.0917018163858418,0.2870294330920727,0.9778273043983357,0.3877302980795127,0.4151715684000689,0.4008381403171294,0.2094836017690945,0.509239910908268,0.1423554502680559,0.5192077365944567,0.508816335203369,0.5135681428976442,0.6972476500534314,0.1170552020204731,0.0137817157578261,0.0,0
01_2-1_310_515,0.0,0.0323692755222567,0.9788061792203674,0.0348503263896162,0.0436233258170191,0.0,1.0,0.6816913758001121,0.6670023301355505,0.3342993807745648,0.3382589848159393,0.3455981721975036,0.5317263284876026,0.0965643083526239,0.0621073584168587,0.0,0
01_2-1_313_527,0.2299457781908943,0.4261934883923358,0.9157581955218366,0.9663989030430412,0.2862699519987665,0.4340074773164934,0.4244830252815109,0.7489301419077764,0.6121237659574394,0.5443338294003969,0.3225786549261937,0.3449872390210246,0.645159300087484,0.0434696244385404,0.0833058456845486,0.0,1
01_2-1_319_429,0.0023110409148833,0.0349611121370925,0.9608463490226398,0.0843281405115658,0.0749804373851046,0.4632500599853441,0.3137083241529407,1.0,0.0,0.4064891453517575,0.2111910932943912,0.2111910932943912,0.5049901014783417,0.0,0.0,0.0,0
01_2-1_319_662,0.246967843250639,0.3116740856848119,0.8776019910960811,0.5454172565364325,0.4538472831503448,0.5818416257217156,0.3020459566645342,0.439455953131256,0.7459652949788949,0.7162331200034722,0.5223718872209074,0.5223718872209074,0.7938087342181278,0.0,0.0,0.0,1
01_2-1_321_255,0.6206095797766524,0.7266668208272415,0.0776356100171577,0.7300391640966143,0.2952568040316515,0.3406869285024319,0.0452592183534266,1.0,0.2817730195364286,0.6054791058222797,0.0343351185813811,0.0346322428088365,0.228115550075052,0.0883035383362212,0.0110131826363606,0.0,1
01_2-1_337_613,0.1373937634911617,0.0,0.9905189992736712,0.2521122333933202,0.5308664686562736,0.6154888538955127,0.2344488972561648,0.7799320488232259,0.2264715650511105,0.6746559667841232,0.4545203437148286,0.4545203218034613,0.7216243313097941,0.1649397357431203,0.0351042046610261,0.0,0
01_2-1_349_661,0.0360693785669022,0.0026967761489564,0.8171133741757632,0.0294106515622079,0.0571499657543001,0.0065712955293406,0.9770254532605362,0.282967831811232,0.6410797820891111,0.2988557782565234,0.5813387448400603,0.5813078277316316,0.7782335731411338,0.03375540817765,0.0021974263437705,0.0,0
01_2-1_369_858,0.6854618321397733,0.7209298550978733,0.0666973316074474,0.6584056718882082,0.9244421262972324,1.0,0.2552549364977462,0.3678344866107604,0.099038123445326,0.4520035886604568,0.8088228679769123,0.7948692062477328,1.0,0.0,0.0,0.0,1
01_2-1_403_368,0.1064283442595212,0.1668646206344854,1.0,0.3900252714347318,0.4863097386909554,0.3829029625595086,0.0518122578112866,0.6037536866151909,0.6340228570382764,0.2927044913353664,0.1149417365905564,0.1149417365905564,0.3749994825639606,2.7472967225908864e-241,2.120075153708804e-242,0.0,0
01_2-1_408_52,0.7244720394569143,0.7284074512553416,0.0630159375845732,0.8868259473279345,0.7996911350110405,0.682938076086603,0.3994059828875778,0.4278047001696369,0.0,0.4888779989427363,0.9761904761808684,1.0,0.0,0.8633018041011535,1.0,0.0,1
01_2-1_408_800,0.0109275790251288,0.0584922615601178,0.9903096361885918,0.1775390218274343,0.0279793999612481,0.0,0.2087579888854986,0.0,0.3941790859893633,0.2611712348670183,0.6190468325588359,0.6190468325375582,0.9285706422363706,0.0865465644173125,0.0145747840227543,0.0,0
01_2-L_14_417,0.0014501054750565,0.0,0.9677753553799038,0.138132258451768,0.3184185003987156,0.0,0.2131122554410716,0.4017571268877905,0.2323687804036072,0.0569972539924014,0.3161974354505223,0.3088383439883822,0.4730948617212748,0.0433430641573643,0.0291352856894103,0.0,0
01_2-L_41_503,0.2696464375707006,0.3512824501234264,0.6936363210292344,0.3577789649677396,0.9000411464245196,0.4630787420831275,0.1976437042791574,0.1842409149693561,0.960898517772919,0.1647209271670356,0.4293374247962519,0.4318208190200434,0.5765884964528786,0.3340483978078263,0.0688664610690338,0.0,0
01_2-L_84_317,0.1772215829154062,0.4161765535169246,0.9784276326072028,0.5111726272994724,0.7052725083497957,0.561265003098995,0.1459635104752084,0.7601735179854604,0.4677026655778598,0.2924921364265767,0.2322582292299883,0.2229299593680115,0.2894742251929241,0.4426092564252864,0.1950145627482132,0.0,1
01_2-L_84_693,0.2356963875348345,0.2089383447681216,0.9335631551055038,0.1662043295995345,0.0989458592247983,0.2796088146591237,0.18442395978185,0.4371142811839627,0.3699923199222413,0.5139277337750183,0.780643388174214,0.7643290022403475,0.8486827582098685,0.4426092564252864,0.1950145627482132,0.0,0
01_2-4_30_256,0.0148686339556336,0.2939802381699765,0.336501602696455,0.2405137978881378,0.1563008953273921,0.2301381541673906,0.2927153909558745,0.4687707490229938,0.3729369264007405,0.7545028189777172,0.0287329328315507,0.0298591907596023,0.2580614558891,3.001988359393425e-159,2.796055189735589e-159,0.0,0
01_2-4_52_551,0.011086610829328,0.3897052195035009,0.4308395122184693,0.0386860503601786,0.1949005009724068,0.2703491831646392,1.0,0.7462572404027209,0.5534934137875869,0.556560268908321,0.4547175534235809,0.4642951611264927,0.6190771132981813,0.3552680217342258,0.6913371333743693,0.0,0
01_2-4_87_92,0.5371728361170328,0.6749482586504005,0.2910919447405522,0.4576216624076697,0.6420105541957678,0.5089866179296787,0.0516977036894116,0.5716052655584813,0.0850588621720899,0.4219559098159321,0.9344262295081968,1.0,0.0161290322663344,0.9030319613566132,1.0,0.0,1
01_2-4_107_296,0.3918561745558419,0.8523799082050159,0.728454696739628,0.9572411581584952,0.8055475832933041,0.857175111487172,0.1337357925683994,0.9725101516023336,0.1151998894317278,0.0025124392238425,0.1027691855652935,0.1057143608125448,0.2871149697518987,0.0181603147488974,0.0145204753813109,0.0,1
01_2-4_118_531,0.7462979345920239,0.6184343789803438,0.0014235801290686,0.638967859537842,0.5410384577016707,0.8377263696665438,0.1857087800464542,0.2136513317099146,0.1472866261264423,0.6617541001269691,0.3877106165350066,0.4015727030144858,0.5526328113304454,0.0754856185278067,0.0478454345404025,0.0,1
01_2-4_120_160,0.0806409503776294,0.1463566724939677,0.9967916379944892,0.5631619063719451,0.1223429492770805,0.3361742330629889,0.2104300674006241,0.4979953125281224,0.5526882497393779,0.4156254813246293,1.0,0.9547477368356084,0.1637730771826048,1.0,0.7897552978807346,0.0,0
01_2-4_131_59,0.0,0.2470885145317995,0.8115529345467674,0.4551748966628753,0.4873228328035348,0.187959782799549,1.0,0.0,0.7639541973577366,0.7273091774777045,0.8724438213070915,1.0000000000000002,0.0,0.4267696159042063,1.0,0.0,0
01_2-4_140_369,0.119380576532484,0.0955275239977815,0.9815588369718152,0.497976038840853,0.0450134900962143,0.4468270678659969,0.1198858851524059,0.340608255297268,0.0540004129878875,0.2298601142366936,0.2521758375990197,0.2521758375990197,0.4218912304153675,0.0,0.0,0.0,0
01_2-4_165_648,0.0055917642612363,0.3376811539614379,0.9904416315707922,0.0114158063991212,0.188047907989058,0.2574200529996652,1.0,0.8534807836487938,0.5169354604226548,0.5167944313939643,0.5177391163478843,0.5137569195111509,0.7126250726435842,0.1257175962853338,0.3261365702061296,0.0,0
01_2-4_167_217,0.027329911721273,0.1185629970527344,0.9973673293026072,0.0058512366725135,0.0,0.0028467650130227,1.0,0.5029408721848545,0.2765130416912308,0.3990371041097625,1.0,0.9223190299124072,0.2157828958681532,1.0,0.4087501056256571,0.0,0
01_2-4_184_860,0.2049368059972391,0.1896163034107549,0.0242055938552109,0.0,0.0,0.2020250001898556,1.0,0.8243593796912155,0.8503603488427108,0.563330796895763,0.8570196808366923,0.869289032921761,1.0,0.3864554515299869,0.6362888961161709,0.0,0
01_2-4_192_237,0.7740784534219232,0.8786521089567338,0.0,0.8201682861324171,0.5317524900598953,0.6159328376926362,0.1502251629770689,0.344828012604197,0.3196219988061017,0.95745190115819,0.8571519152116284,0.8552529055370907,0.1818457567477018,0.4945760247549668,0.048790407314698,0.0,1
01_2-4_201_83,0.4705125932892581,0.6609322901657836,0.5374349647934629,0.1536238219154446,0.0,0.2168800506559288,0.0189747778599533,0.6543757581200541,0.5131367347119957,0.2716848010119311,1.4060316666172444e-14,1.4662003983923463e-14,0.0555666603735595,0.0,0.0,0.0,1
01_2-4_221_232,0.968902500392213,0.7436037078264892,0.1990566314485862,0.5889277034561133,0.2620769553425093,0.4234516958707017,0.2520259019455609,0.3652866364673344,0.4582116226567121,0.2219433061090457,0.7599896613836552,0.7599896599339354,0.2117647057961934,0.0196230592259807,0.0008481728550016,0.0,1
01_2-4_227_313,0.2078118444650005,0.6583027185193924,0.9846061875607344,1.0,0.3871903298067243,0.7306142914420233,0.4232584035896869,0.328375175216325,0.489972074390241,0.7146256253609605,0.112533212698947,0.1192092224241166,0.3647057771798504,0.0,0.0,0.0,1
01_2-4_227_403,0.4559079987146386,0.7252792937239971,0.4351280356639952,0.7087189512085039,0.3795196691832981,0.6134483785395769,0.1530620176578887,0.2083320668036739,0.4133756269849677,0.8192611224438531,0.2136840003891411,0.2263607501150827,0.4705842899984694,0.0,0.0,0.0,1
01_2-4_227_713,0.2793079189781699,0.7129299693812841,0.8905585499511921,0.3404964949947339,0.7432031838291473,0.5991986597870032,0.0,0.4100415648777916,0.1880382987500214,0.799914034487213,0.5733479896781026,0.6073616971939713,0.8470587512449899,0.0,0.0,0.0,1
01_2-4_230_170,0.0637471118045282,0.1844807276060747,1.0,0.0,0.3212109006952978,0.0997221779103798,1.0,0.6995559690719697,0.6011324784373554,0.4787462071208704,0.9605851411781874,0.8202712945033144,0.1745358145144933,0.4698719721146369,0.096818279328096,0.0,0
01_2-4_239_147,0.0360736563705444,0.2284486416608115,0.9951877562340568,0.2027874926205631,0.2715998120867686,0.2210757642694953,0.2419274351998613,0.5993185973607202,0.3514208254242126,0.2878885293679559,0.0,0.0,0.091085017857386,0.0,0.0,0.0,0
01_2-4_239_289,0.0516409099659286,0.180534998838207,1.0000000000000002,0.4371165633443128,0.3391399641262765,0.3898322265229043,0.2162559328597737,0.6439942045550332,0.2350108917585923,0.379955715770979,0.1455193949841123,0.1273402837145988,0.3439632163599371,0.1721519828424559,0.0695607332868199,0.0,0
01_2-4_239_534,0.0383792756209574,0.2946205279662364,0.9961152940743402,0.6938635439297113,0.224467599209501,0.4377199900471044,0.5771762637467741,0.1831474599877137,0.2090943949859723,0.2520362958850697,0.3592120891695117,0.3431297618556037,0.5667039518206082,0.1721519828424559,0.0695607332868199,0.0,0
01_2-4_266_89,0.1693557148967479,0.314795820183507,0.9801926332585096,0.2438278591322294,0.3344176259036037,0.3908424899335299,0.1686727778626288,0.8687493723701417,0.2497863113899414,0.2567351289356679,0.9090907495019582,0.9740260538204494,0.0270269439976405,0.5346330716411385,0.2468254091267847,0.0,0
01_2-4_266_839,0.7991830001117908,0.8853033354279007,0.0,0.6039390139320425,1.0,0.5059877713480302,0.0701365411681355,0.7163402923397664,0.1196381350693002,0.655440006383669,0.6493506493506492,0.6493506493506492,1.0,0.188223924778138,0.0265921253325673,0.0,1
01_2-3_84_87,0.5782010972797293,0.7225251189571671,0.2596322726246384,0.7339257691975012,0.7294693593748806,0.7561103391060873,0.09894305088062,0.227953743884628,0.1992427427237208,0.5915861899682917,0.9626270609559852,1.0,0.0,0.7301710239667261,1.0,0.0,1
01_2-3_91_856,0.4066885978695583,0.1515936855277633,0.6416277946816717,0.3880873178059061,0.2164467625868633,0.7363969583548863,0.2961545985922388,0.6280904887957809,0.6970158364249972,1.0,0.8429192472324397,0.8224891478278291,1.0,0.3127369161120394,0.0881642191298793,0.0,0
01_2-3_96_411,0.1291694228502815,0.4207791904378286,1.0,0.5415265529366466,0.3817475563256232,0.6377871444076011,0.3434615733656093,0.4634811802049464,0.4785805715495223,0.4025493290282537,0.1612903225806451,0.1648351648351648,0.4505494505494505,0.0,0.0,0.0,0
01_2-3_123_192,0.0016361841579033,0.1075674700250788,0.9830325598223864,0.3370498553059373,0.3059306651293257,0.7513956619812449,0.1796021099087881,0.6402236703271986,0.5744671872103716,0.4953457746689944,0.8416664168465121,0.8487392490200498,0.1779660991025219,0.1686228605935701,0.0454305079485501,0.0,0
01_2-3_123_778,0.0203107252555148,0.0728122322808906,0.9925785180333626,0.1829472450523908,0.1931299645224512,0.2063446250661186,0.7438436346269686,0.3046456777049373,0.4927036468605197,1.0,0.7160345134989248,0.7220516102510167,0.9230859459311102,0.1450434020780029,0.036955066310323,0.0,0
01_2-3_139_406,0.1263625265400314,0.0830104960608828,0.9946904517349124,0.306475740854162,0.0084927772759068,0.5357133457743075,0.6639706317366868,0.0494071438844632,0.4334888310688434,0.7677482126716519,0.2045063242024327,0.2229786677998486,0.4070577624124524,0.0657088983612057,0.0088433635823036,0.0,0
01_2-3_146_440,0.8883629835317126,0.8405560910935211,0.0207841912262202,0.975774419439518,0.5829381471075024,0.6842643901456079,0.1711298861582648,0.735566843826243,0.1354581709991145,0.6580604659157069,0.2604233743029699,0.2618649785301846,0.4791666666666666,0.0526394034000735,0.0525667773057073,0.0,1
01_2-3_152_271,0.013119622318726,0.3184074698398811,0.9741541674387092,0.0438245934046656,0.1575101437920147,0.3123336900779344,0.0889073228340573,0.4669000261149562,0.0,0.5738090172694478,0.0,0.0,0.2205802376389208,0.0,0.0,0.0,0
01_2-3_158_235,0.1711740406566648,0.1903374291172508,0.2622938995763992,0.004152972237648,0.0649578667036731,0.0,0.8707424216015367,0.7072162741258473,0.419050157942644,0.5611601218637231,0.1280337117270065,0.1288191949427209,0.2147120137690608,0.3766346598427703,0.1035019589187074,0.0,0
01_2-3_158_327,0.0,0.1004985083947447,0.2103873459777493,0.292917876876354,0.0649578667036731,0.0,0.4462315541617712,0.466731034363735,0.2465818585779771,0.9156639509390068,0.2670168342274117,0.2686549749855741,0.3545499055336104,0.3766346598427703,0.1035019589187074,0.0,0
01_2-3_166_471,0.3772278527184145,0.4765934893659493,0.737202753787726,0.6929482174333603,0.4573019639534096,0.7327880715927622,0.7555104212791139,0.2364584584093211,0.4251871638193398,0.5533277265277919,0.3027321537266106,0.3113006866304089,0.532723072350311,0.0,0.0,0.0,1
01_2-3_168_584,0.0138764908217933,0.2168544972526825,0.9931643552483824,0.3332507833199874,0.0602318355197279,0.0,0.2736652816428379,0.3511928356681764,0.2548318970139998,0.5639477293108247,0.4651618083145573,0.4745591740210469,0.6598232929904073,0.086889662785267,0.04682093314673,0.0,0
01_2-3_221_312,0.5066308169892682,0.6743809234792162,0.075044519269081,0.6668185797365381,0.5857144472380573,0.8599118838778567,0.1958156254629909,0.4413367333780527,0.1568054296408236,0.7319539114808488,0.1354131734361409,0.1381970200280157,0.3222184961096614,0.0697387850097836,0.0418190692002042,0.0,1
01_2-3_236_359,0.6150140397951004,0.5428489790308567,0.0814394614992445,0.9294661307244328,0.3981682276992259,0.4887312006337724,0.0867148248266879,0.8888566815953932,0.0809784367276009,0.4737772831949366,0.1956521469715294,0.1978021794442712,0.3870967741935484,0.0,0.0,0.0,1
01_2-3_259_249,0.0118403412787474,0.1821108212565045,0.9932866529674936,0.0,0.2950072602329994,0.0008517776262423,1.0,0.6231925001195457,0.6971810550790433,0.2273995405988416,0.1218050772511928,0.1218449425518436,0.2272802499393126,0.1582091639057621,0.0143930626147454,0.0,0
01_2-3_285_311,0.0190244714185753,0.1102739668781356,0.99277649816783,0.2851180672240347,0.2396421182796251,0.5365010442433558,0.6598672413388386,0.0458340421519534,0.9999999999999998,0.0,0.1573038664399402,0.1609201330388081,0.3956043955817456,0.0923347822938782,0.2047494760858348,0.0,0
