day,treatment,recording,episode_id,center_frame,center_seconds,population_density,population_p_fwer,n_participants,participant_fraction,spatial_coverage,onset_span_frames,onset_span_seconds,participant_rows,roi_indices,onset_frames,model,propagation_r2,selection_score_r2,propagation_p,source_x_px,source_y_px,direction_degrees,slope_frames_per_pixel,speed_um_s,planar_r2,radial_grid_r2,radial_refined_r2,null_score_95,propagation_q,significant_wave,recurrence_cluster
10,BP,1-5_Day10,0,689,45.93333333333333,3.6770818302058927,0.009900990099009901,114,0.24101479915433405,0.8836503238314222,36.0,2.4,"[0, 1, 4, 7, 11, 14, 15, 19, 24, 25, 26, 27, 28, 31, 32, 34, 35, 37, 41, 42, 44, 45, 46, 48, 50, 51, 52, 53, 56, 66, 67, 68, 71, 73, 82, 84, 89, 92, 98, 102, 107, 112, 120, 121, 122, 130, 132, 136, 138, 142, 150, 162, 167, 178, 179, 180, 187, 190, 191, 195, 199, 203, 205, 206, 213, 216, 217, 225, 227, 232, 248, 253, 255, 258, 261, 262, 264, 270, 274, 283, 285, 286, 287, 308, 310, 318, 320, 326, 329, 343, 345, 346, 350, 355, 367, 376, 379, 382, 383, 386, 394, 395, 402, 403, 412, 424, 428, 429, 431, 445, 451, 452, 453, 457]","[2, 3, 27, 32, 52, 60, 62, 70, 95, 99, 100, 106, 107, 129, 135, 138, 139, 145, 154, 155, 165, 172, 173, 180, 184, 185, 193, 198, 210, 244, 248, 250, 263, 266, 314, 317, 335, 346, 363, 384, 396, 409, 437, 439, 444, 466, 471, 478, 487, 501, 518, 539, 548, 590, 591, 593, 617, 623, 633, 645, 657, 677, 681, 685, 711, 720, 721, 748, 753, 764, 816, 829, 831, 838, 842, 846, 858, 873, 882, 909, 911, 917, 918, 980, 983, 1003, 1016, 1033, 1045, 1091, 1097, 1098, 1108, 1138, 1184, 1210, 1214, 1218, 1221, 1238, 1276, 1297, 1341, 1342, 1363, 1396, 1421, 1432, 1447, 1482, 1491, 1492, 1494, 1509]","[679, 704, 676, 697, 696, 699, 698, 698, 688, 679, 686, 704, 700, 690, 684, 695, 697, 687, 684, 690, 694, 689, 676, 695, 690, 698, 699, 692, 705, 694, 701, 690, 694, 698, 696, 700, 687, 679, 672, 700, 682, 686, 683, 683, 685, 695, 675, 684, 701, 683, 701, 679, 675, 702, 704, 689, 697, 690, 688, 678, 685, 675, 683, 691, 680, 707, 684, 683, 691, 683, 673, 693, 692, 690, 679, 672, 689, 704, 687, 697, 703, 671, 682, 682, 692, 680, 679, 695, 697, 675, 672, 673, 678, 690, 688, 706, 686, 701, 683, 693, 683, 698, 696, 705, 702, 690, 678, 694, 677, 681, 689, 674, 675, 701]",planar,0.036783335431539554,0.036783335431539554,0.195,229.0,919.0,298.0629649532672,0.005818248150799066,3204.4726520484664,0.036783335431539554,0.035518257246591745,0.03562918068497389,0.06465105311427274,0.195,False,-1
